codi,LST_zone,SOS,POS,EOS,GSL
0020416AR,1,44.60730365182591,138.8194097048524,271.3456728364182,226.7383691845923
0020417AR,1,66.63331665832916,119.93996998499249,289.66983491745873,223.03651825912956
0020419AR,1,31.65082541270635,219.70485242621308,259.49974987493744,227.84892446223108
0020429AR,1,68.66933466733366,113.09154577288643,293.92696348174087,225.2576288144072
0020431AR,1,64.04202101050525,127.34367183591795,265.97798899449725,201.935967983992
0020435AR,1,66.26313156578288,100.87543771885942,291.89094547273635,225.62781390695346
0020440AR,1,67.92896448224111,109.75987993996998,275.6028014007003,207.6738369184592
0020442AR,1,66.26313156578288,102.3561780890445,297.44372186093045,231.18059029514757
0020443AR,1,64.04202101050525,117.71885942971484,370.0,305.95797898949473
0020446AR,1,64.41220610305153,108.09404702351175,339.45972986493246,275.04752376188094
0020450AR,1,20.545272636318156,221.55577788894445,260.6103051525763,240.06503251625816
0020455AR,1,67.00350175087543,108.09404702351175,327.6138069034517,260.61030515257625
0020457AR,1,64.59729864932466,109.3896948474237,365.74287143571786,301.1455727863932
0020479AR,1,69.03951975987994,121.42071035517758,270.42021010505255,201.3806903451726
0020488AR,1,51.82591295647824,151.22061030515258,256.53826913456726,204.712356178089
0020490AR,1,66.63331665832916,104.76238119059528,318.35917958979485,251.72586293146568
0020499AR,1,69.4097048524262,106.61330665332666,280.9704852426213,211.56078039019508
0020508AR,1,70.33516758379189,100.50525262631315,239.69484742371185,169.35967983991998
0020523AR,1,71.81590795397699,130.120060030015,261.9059529764882,190.09004502251122
0020525AR,1,67.92896448224111,121.60580290145073,263.7568784392196,195.82791395697848
0020532AR,1,67.92896448224111,120.12506253126561,270.7903951975988,202.8614307153577
0020537AR,1,72.9264632316158,131.78589294647324,329.83491745872936,256.90845422711357
0020541AR,1,64.41220610305153,92.73136568284141,289.1145572786393,224.7023511755878
0020555AR,1,70.15007503751875,106.98349174587293,331.13056528264127,260.9804902451225
0020559AR,1,68.29914957478738,197.12356178089044,326.87343671835913,258.5742871435717
0020569AR,1,72.55627813906953,108.83441720860431,272.456228114057,199.89994997498746
0020576AR,1,69.22461230615308,146.59329664832416,254.31715857928964,185.09254627313658
0020586AR,1,74.9624812406203,119.93996998499249,370.0,295.0375187593797
